daytype,whatday,poi,dt,dt_scale
0,5,4,2019-09-20 22:50:00,0.9513888888888888
0,5,4,2019-09-20 23:00:00,0.9583333333333334
0,5,4,2019-09-20 23:10:00,0.9652777777777778
0,5,4,2019-09-20 23:20:00,0.9722222222222222
0,5,4,2019-09-20 23:30:00,0.9791666666666666
0,5,4,2019-09-20 23:40:00,0.9861111111111112
0,5,4,2019-09-20 23:50:00,0.9930555555555556
0,1,3,2019-09-23 06:00:00,0.25
0,1,3,2019-09-23 06:10:00,0.2569444444444444
0,1,3,2019-09-23 06:20:00,0.2638888888888889
0,1,3,2019-09-23 06:30:00,0.2708333333333333
0,1,3,2019-09-23 06:40:00,0.2777777777777778
0,1,3,2019-09-23 06:50:00,0.2847222222222222
0,1,3,2019-09-23 07:00:00,0.2916666666666667
0,1,3,2019-09-23 07:10:00,0.2986111111111111
0,1,3,2019-09-23 07:20:00,0.3055555555555556
0,1,3,2019-09-23 07:30:00,0.3125
0,1,3,2019-09-23 07:40:00,0.3194444444444444
0,1,3,2019-09-23 07:50:00,0.3263888888888889
0,1,3,2019-09-23 08:00:00,0.3333333333333333
0,1,3,2019-09-23 08:10:00,0.3402777777777778
0,1,3,2019-09-23 08:20:00,0.3472222222222222
0,1,3,2019-09-23 08:30:00,0.3541666666666667
0,1,3,2019-09-23 08:40:00,0.3611111111111111
0,1,3,2019-09-23 08:50:00,0.3680555555555556
0,1,3,2019-09-23 09:00:00,0.375
0,1,3,2019-09-23 09:10:00,0.3819444444444444
0,1,2,2019-09-23 09:20:00,0.3888888888888889
0,1,2,2019-09-23 09:30:00,0.3958333333333333
0,1,1,2019-09-23 09:40:00,0.4027777777777778
0,1,1,2019-09-23 09:50:00,0.4097222222222222
0,1,1,2019-09-23 10:00:00,0.4166666666666667
0,1,1,2019-09-23 10:10:00,0.4236111111111111
0,1,1,2019-09-23 10:20:00,0.4305555555555556
0,1,1,2019-09-23 10:30:00,0.4375
0,1,1,2019-09-23 10:40:00,0.4444444444444444
0,1,1,2019-09-23 10:50:00,0.4513888888888889
0,1,1,2019-09-23 11:00:00,0.4583333333333333
0,1,1,2019-09-23 11:10:00,0.4652777777777778
0,1,1,2019-09-23 11:20:00,0.4722222222222222
0,1,1,2019-09-23 11:30:00,0.4791666666666667
0,1,1,2019-09-23 11:40:00,0.4861111111111111
0,1,0,2019-09-23 11:50:00,0.4930555555555556
0,1,0,2019-09-23 12:00:00,0.5
0,1,0,2019-09-23 12:10:00,0.5069444444444444
0,1,0,2019-09-23 12:20:00,0.5138888888888888
0,1,6,2019-09-23 12:30:00,0.5208333333333334
0,1,6,2019-09-23 12:40:00,0.5277777777777778
0,1,6,2019-09-23 12:50:00,0.5347222222222222
0,1,6,2019-09-23 13:00:00,0.5416666666666666
0,1,0,2019-09-23 13:10:00,0.5486111111111112
0,1,0,2019-09-23 13:20:00,0.5555555555555556
0,1,0,2019-09-23 13:30:00,0.5625
0,1,0,2019-09-23 13:40:00,0.5694444444444444
0,1,0,2019-09-23 13:50:00,0.5763888888888888
0,1,0,2019-09-23 14:00:00,0.5833333333333334
0,1,0,2019-09-23 14:10:00,0.5902777777777778
0,1,0,2019-09-23 14:20:00,0.5972222222222222
0,1,0,2019-09-23 14:30:00,0.6041666666666666
0,1,0,2019-09-23 14:40:00,0.6111111111111112
0,1,0,2019-09-23 14:50:00,0.6180555555555556
0,1,0,2019-09-23 15:00:00,0.625
0,1,0,2019-09-23 15:10:00,0.6319444444444444
0,1,0,2019-09-23 15:20:00,0.6388888888888888
0,1,0,2019-09-23 15:30:00,0.6458333333333334
0,1,0,2019-09-23 15:40:00,0.6527777777777778
0,1,0,2019-09-23 15:50:00,0.6597222222222222
0,1,0,2019-09-23 16:00:00,0.6666666666666666
0,1,0,2019-09-23 16:10:00,0.6736111111111112
0,1,0,2019-09-23 16:20:00,0.6805555555555556
0,1,0,2019-09-23 16:30:00,0.6875
0,1,0,2019-09-23 16:40:00,0.6944444444444444
0,1,0,2019-09-23 16:50:00,0.7013888888888888
0,1,0,2019-09-23 17:00:00,0.7083333333333334
0,1,0,2019-09-23 17:10:00,0.7152777777777778
0,1,0,2019-09-23 17:20:00,0.7222222222222222
0,1,0,2019-09-23 17:30:00,0.7291666666666666
0,1,0,2019-09-23 17:40:00,0.7361111111111112
0,1,0,2019-09-23 17:50:00,0.7430555555555556
0,1,0,2019-09-23 18:00:00,0.75
0,1,0,2019-09-23 18:10:00,0.7569444444444444
0,1,2,2019-09-23 18:20:00,0.7638888888888888
0,1,2,2019-09-23 18:30:00,0.7708333333333334
0,1,2,2019-09-23 18:40:00,0.7777777777777778
0,1,2,2019-09-23 18:50:00,0.7847222222222222
0,1,0,2019-09-23 19:00:00,0.7916666666666666
0,1,0,2019-09-23 19:10:00,0.7986111111111112
0,1,0,2019-09-23 19:20:00,0.8055555555555556
0,1,0,2019-09-23 19:30:00,0.8125
0,1,0,2019-09-23 19:40:00,0.8194444444444444
0,1,0,2019-09-23 19:50:00,0.8263888888888888
0,1,0,2019-09-23 20:00:00,0.8333333333333334
0,1,0,2019-09-23 20:10:00,0.8402777777777778
0,1,0,2019-09-23 20:20:00,0.8472222222222222
0,1,0,2019-09-23 20:30:00,0.8541666666666666
0,1,0,2019-09-23 20:40:00,0.8611111111111112
0,1,0,2019-09-23 20:50:00,0.8680555555555556
0,1,0,2019-09-23 21:00:00,0.875
0,1,0,2019-09-23 21:10:00,0.8819444444444444
0,1,0,2019-09-23 21:20:00,0.8888888888888888
0,1,0,2019-09-23 21:30:00,0.8958333333333334
0,1,0,2019-09-23 21:40:00,0.9027777777777778
0,1,3,2019-09-23 21:50:00,0.9097222222222222
0,1,3,2019-09-23 22:00:00,0.9166666666666666
0,1,3,2019-09-23 22:10:00,0.9236111111111112
0,1,3,2019-09-23 22:20:00,0.9305555555555556
0,1,3,2019-09-23 22:30:00,0.9375
0,1,3,2019-09-23 22:40:00,0.9444444444444444
0,1,3,2019-09-23 22:50:00,0.9513888888888888
0,1,3,2019-09-23 23:00:00,0.9583333333333334
0,1,3,2019-09-23 23:10:00,0.9652777777777778
0,1,3,2019-09-23 23:20:00,0.9722222222222222
0,1,3,2019-09-23 23:30:00,0.9791666666666666
0,1,3,2019-09-23 23:40:00,0.9861111111111112
0,1,3,2019-09-23 23:50:00,0.9930555555555556
0,2,3,2019-09-24 06:00:00,0.25
0,2,3,2019-09-24 06:10:00,0.2569444444444444
0,2,3,2019-09-24 06:20:00,0.2638888888888889
0,2,3,2019-09-24 06:30:00,0.2708333333333333
0,2,3,2019-09-24 06:40:00,0.2777777777777778
0,2,3,2019-09-24 06:50:00,0.2847222222222222
0,2,3,2019-09-24 07:00:00,0.2916666666666667
0,2,3,2019-09-24 07:10:00,0.2986111111111111
0,2,3,2019-09-24 07:20:00,0.3055555555555556
0,2,3,2019-09-24 07:30:00,0.3125
0,2,3,2019-09-24 07:40:00,0.3194444444444444
0,2,2,2019-09-24 07:50:00,0.3263888888888889
0,2,1,2019-09-24 08:00:00,0.3333333333333333
0,2,1,2019-09-24 08:10:00,0.3402777777777778
0,2,1,2019-09-24 08:20:00,0.3472222222222222
0,2,1,2019-09-24 08:30:00,0.3541666666666667
0,2,1,2019-09-24 08:40:00,0.3611111111111111
0,2,1,2019-09-24 08:50:00,0.3680555555555556
0,2,1,2019-09-24 09:00:00,0.375
0,2,1,2019-09-24 09:10:00,0.3819444444444444
0,2,1,2019-09-24 09:20:00,0.3888888888888889
0,2,1,2019-09-24 09:30:00,0.3958333333333333
0,2,1,2019-09-24 09:40:00,0.4027777777777778
0,2,0,2019-09-24 09:50:00,0.4097222222222222
0,2,0,2019-09-24 10:00:00,0.4166666666666667
0,2,0,2019-09-24 10:10:00,0.4236111111111111
0,2,0,2019-09-24 10:20:00,0.4305555555555556
0,2,0,2019-09-24 10:30:00,0.4375
0,2,0,2019-09-24 10:40:00,0.4444444444444444
0,2,0,2019-09-24 10:50:00,0.4513888888888889
0,2,0,2019-09-24 11:00:00,0.4583333333333333
0,2,0,2019-09-24 11:10:00,0.4652777777777778
0,2,0,2019-09-24 11:20:00,0.4722222222222222
0,2,0,2019-09-24 11:30:00,0.4791666666666667
0,2,0,2019-09-24 11:40:00,0.4861111111111111
0,2,0,2019-09-24 11:50:00,0.4930555555555556
0,2,0,2019-09-24 12:00:00,0.5
0,2,0,2019-09-24 12:10:00,0.5069444444444444
0,2,0,2019-09-24 12:20:00,0.5138888888888888
0,2,2,2019-09-24 12:30:00,0.5208333333333334
0,2,2,2019-09-24 12:40:00,0.5277777777777778
0,2,2,2019-09-24 12:50:00,0.5347222222222222
0,2,2,2019-09-24 13:00:00,0.5416666666666666
0,2,3,2019-09-24 13:10:00,0.5486111111111112
0,2,3,2019-09-24 13:20:00,0.5555555555555556
0,2,3,2019-09-24 13:30:00,0.5625
0,2,3,2019-09-24 13:40:00,0.5694444444444444
0,2,3,2019-09-24 13:50:00,0.5763888888888888
0,2,3,2019-09-24 14:00:00,0.5833333333333334
0,2,3,2019-09-24 14:10:00,0.5902777777777778
0,2,3,2019-09-24 14:20:00,0.5972222222222222
0,2,3,2019-09-24 14:30:00,0.6041666666666666
0,2,3,2019-09-24 14:40:00,0.6111111111111112
0,2,3,2019-09-24 14:50:00,0.6180555555555556
0,2,3,2019-09-24 15:00:00,0.625
0,2,3,2019-09-24 15:10:00,0.6319444444444444
0,2,3,2019-09-24 15:20:00,0.6388888888888888
0,2,3,2019-09-24 15:30:00,0.6458333333333334
0,2,3,2019-09-24 15:40:00,0.6527777777777778
0,2,3,2019-09-24 15:50:00,0.6597222222222222
0,2,3,2019-09-24 16:00:00,0.6666666666666666
0,2,3,2019-09-24 16:10:00,0.6736111111111112
0,2,3,2019-09-24 16:20:00,0.6805555555555556
0,2,3,2019-09-24 16:30:00,0.6875
0,2,3,2019-09-24 16:40:00,0.6944444444444444
0,2,3,2019-09-24 16:50:00,0.7013888888888888
0,2,3,2019-09-24 17:00:00,0.7083333333333334
0,2,3,2019-09-24 17:10:00,0.7152777777777778
0,2,3,2019-09-24 17:20:00,0.7222222222222222
0,2,3,2019-09-24 17:30:00,0.7291666666666666
0,2,3,2019-09-24 17:40:00,0.7361111111111112
0,2,3,2019-09-24 17:50:00,0.7430555555555556
0,2,3,2019-09-24 18:00:00,0.75
0,2,3,2019-09-24 18:10:00,0.7569444444444444
0,2,3,2019-09-24 18:20:00,0.7638888888888888
0,2,3,2019-09-24 18:30:00,0.7708333333333334
0,2,3,2019-09-24 18:40:00,0.7777777777777778
0,2,2,2019-09-24 18:50:00,0.7847222222222222
0,2,2,2019-09-24 19:00:00,0.7916666666666666
0,2,2,2019-09-24 19:10:00,0.7986111111111112
0,2,2,2019-09-24 19:20:00,0.8055555555555556
0,2,0,2019-09-24 19:30:00,0.8125
0,2,0,2019-09-24 19:40:00,0.8194444444444444
0,2,0,2019-09-24 19:50:00,0.8263888888888888
0,2,0,2019-09-24 20:00:00,0.8333333333333334
0,2,0,2019-09-24 20:10:00,0.8402777777777778
0,2,0,2019-09-24 20:20:00,0.8472222222222222
0,2,0,2019-09-24 20:30:00,0.8541666666666666
0,2,0,2019-09-24 20:40:00,0.8611111111111112
0,2,0,2019-09-24 20:50:00,0.8680555555555556
0,2,0,2019-09-24 21:00:00,0.875
0,2,0,2019-09-24 21:10:00,0.8819444444444444
0,2,0,2019-09-24 21:20:00,0.8888888888888888
0,2,0,2019-09-24 21:30:00,0.8958333333333334
0,2,0,2019-09-24 21:40:00,0.9027777777777778
0,2,0,2019-09-24 21:50:00,0.9097222222222222
0,2,0,2019-09-24 22:00:00,0.9166666666666666
0,2,0,2019-09-24 22:10:00,0.9236111111111112
0,2,0,2019-09-24 22:20:00,0.9305555555555556
0,2,0,2019-09-24 22:30:00,0.9375
0,2,0,2019-09-24 22:40:00,0.9444444444444444
0,2,0,2019-09-24 22:50:00,0.9513888888888888
0,2,0,2019-09-24 23:00:00,0.9583333333333334
0,2,0,2019-09-24 23:10:00,0.9652777777777778
0,2,0,2019-09-24 23:20:00,0.9722222222222222
0,2,3,2019-09-24 23:30:00,0.9791666666666666
0,2,3,2019-09-24 23:40:00,0.9861111111111112
0,2,3,2019-09-24 23:50:00,0.9930555555555556
0,3,3,2019-09-25 06:00:00,0.25
0,3,3,2019-09-25 06:10:00,0.2569444444444444
0,3,3,2019-09-25 06:20:00,0.2638888888888889
0,3,3,2019-09-25 06:30:00,0.2708333333333333
0,3,3,2019-09-25 06:40:00,0.2777777777777778
0,3,3,2019-09-25 06:50:00,0.2847222222222222
0,3,3,2019-09-25 07:00:00,0.2916666666666667
0,3,3,2019-09-25 07:10:00,0.2986111111111111
0,3,3,2019-09-25 07:20:00,0.3055555555555556
0,3,3,2019-09-25 07:30:00,0.3125
0,3,3,2019-09-25 07:40:00,0.3194444444444444
0,3,3,2019-09-25 07:50:00,0.3263888888888889
0,3,3,2019-09-25 08:00:00,0.3333333333333333
0,3,3,2019-09-25 08:10:00,0.3402777777777778
0,3,3,2019-09-25 08:20:00,0.3472222222222222
0,3,3,2019-09-25 08:30:00,0.3541666666666667
0,3,3,2019-09-25 08:40:00,0.3611111111111111
0,3,3,2019-09-25 08:50:00,0.3680555555555556
0,3,3,2019-09-25 09:00:00,0.375
0,3,3,2019-09-25 09:10:00,0.3819444444444444
0,3,3,2019-09-25 09:20:00,0.3888888888888889
0,3,3,2019-09-25 09:30:00,0.3958333333333333
0,3,3,2019-09-25 09:40:00,0.4027777777777778
0,3,3,2019-09-25 09:50:00,0.4097222222222222
0,3,3,2019-09-25 10:00:00,0.4166666666666667
0,3,3,2019-09-25 10:10:00,0.4236111111111111
0,3,3,2019-09-25 10:20:00,0.4305555555555556
0,3,3,2019-09-25 10:30:00,0.4375
0,3,3,2019-09-25 10:40:00,0.4444444444444444
0,3,3,2019-09-25 10:50:00,0.4513888888888889
0,3,3,2019-09-25 11:00:00,0.4583333333333333
0,3,3,2019-09-25 11:10:00,0.4652777777777778
0,3,3,2019-09-25 11:20:00,0.4722222222222222
0,3,3,2019-09-25 11:30:00,0.4791666666666667
0,3,3,2019-09-25 11:40:00,0.4861111111111111
0,3,3,2019-09-25 11:50:00,0.4930555555555556
0,3,3,2019-09-25 12:00:00,0.5
0,3,3,2019-09-25 12:10:00,0.5069444444444444
0,3,3,2019-09-25 12:20:00,0.5138888888888888
0,3,3,2019-09-25 12:30:00,0.5208333333333334
0,3,3,2019-09-25 12:40:00,0.5277777777777778
0,3,2,2019-09-25 12:50:00,0.5347222222222222
0,3,2,2019-09-25 13:00:00,0.5416666666666666
0,3,2,2019-09-25 13:10:00,0.5486111111111112
0,3,2,2019-09-25 13:20:00,0.5555555555555556
0,3,0,2019-09-25 13:30:00,0.5625
0,3,0,2019-09-25 13:40:00,0.5694444444444444
0,3,0,2019-09-25 13:50:00,0.5763888888888888
0,3,0,2019-09-25 14:00:00,0.5833333333333334
0,3,0,2019-09-25 14:10:00,0.5902777777777778
0,3,0,2019-09-25 14:20:00,0.5972222222222222
0,3,0,2019-09-25 14:30:00,0.6041666666666666
0,3,0,2019-09-25 14:40:00,0.6111111111111112
0,3,0,2019-09-25 14:50:00,0.6180555555555556
0,3,0,2019-09-25 15:00:00,0.625
0,3,0,2019-09-25 15:10:00,0.6319444444444444
0,3,0,2019-09-25 15:20:00,0.6388888888888888
0,3,0,2019-09-25 15:30:00,0.6458333333333334
0,3,0,2019-09-25 15:40:00,0.6527777777777778
0,3,0,2019-09-25 15:50:00,0.6597222222222222
0,3,0,2019-09-25 16:00:00,0.6666666666666666
0,3,0,2019-09-25 16:10:00,0.6736111111111112
0,3,0,2019-09-25 16:20:00,0.6805555555555556
0,3,0,2019-09-25 16:30:00,0.6875
0,3,0,2019-09-25 16:40:00,0.6944444444444444
0,3,0,2019-09-25 16:50:00,0.7013888888888888
0,3,0,2019-09-25 17:00:00,0.7083333333333334
0,3,0,2019-09-25 17:10:00,0.7152777777777778
0,3,0,2019-09-25 17:20:00,0.7222222222222222
0,3,0,2019-09-25 17:30:00,0.7291666666666666
0,3,0,2019-09-25 17:40:00,0.7361111111111112
0,3,0,2019-09-25 17:50:00,0.7430555555555556
0,3,0,2019-09-25 18:00:00,0.75
0,3,0,2019-09-25 18:10:00,0.7569444444444444
0,3,0,2019-09-25 18:20:00,0.7638888888888888
0,3,0,2019-09-25 18:30:00,0.7708333333333334
0,3,6,2019-09-25 18:40:00,0.7777777777777778
0,3,6,2019-09-25 18:50:00,0.7847222222222222
0,3,0,2019-09-25 19:00:00,0.7916666666666666
0,3,0,2019-09-25 19:10:00,0.7986111111111112
0,3,0,2019-09-25 19:20:00,0.8055555555555556
0,3,0,2019-09-25 19:30:00,0.8125
0,3,0,2019-09-25 19:40:00,0.8194444444444444
0,3,0,2019-09-25 19:50:00,0.8263888888888888
0,3,0,2019-09-25 20:00:00,0.8333333333333334
0,3,0,2019-09-25 20:10:00,0.8402777777777778
0,3,0,2019-09-25 20:20:00,0.8472222222222222
0,3,0,2019-09-25 20:30:00,0.8541666666666666
0,3,0,2019-09-25 20:40:00,0.8611111111111112
0,3,0,2019-09-25 20:50:00,0.8680555555555556
0,3,0,2019-09-25 21:00:00,0.875
0,3,0,2019-09-25 21:10:00,0.8819444444444444
0,3,0,2019-09-25 21:20:00,0.8888888888888888
0,3,0,2019-09-25 21:30:00,0.8958333333333334
0,3,0,2019-09-25 21:40:00,0.9027777777777778
0,3,0,2019-09-25 21:50:00,0.9097222222222222
0,3,0,2019-09-25 22:00:00,0.9166666666666666
0,3,0,2019-09-25 22:10:00,0.9236111111111112
0,3,0,2019-09-25 22:20:00,0.9305555555555556
0,3,0,2019-09-25 22:30:00,0.9375
0,3,0,2019-09-25 22:40:00,0.9444444444444444
0,3,0,2019-09-25 22:50:00,0.9513888888888888
0,3,3,2019-09-25 23:00:00,0.9583333333333334
0,3,3,2019-09-25 23:10:00,0.9652777777777778
0,3,3,2019-09-25 23:20:00,0.9722222222222222
0,3,3,2019-09-25 23:30:00,0.9791666666666666
0,3,3,2019-09-25 23:40:00,0.9861111111111112
0,3,3,2019-09-25 23:50:00,0.9930555555555556
0,4,3,2019-09-26 06:00:00,0.25
0,4,3,2019-09-26 06:10:00,0.2569444444444444
0,4,3,2019-09-26 06:20:00,0.2638888888888889
0,4,3,2019-09-26 06:30:00,0.2708333333333333
0,4,3,2019-09-26 06:40:00,0.2777777777777778
0,4,3,2019-09-26 06:50:00,0.2847222222222222
0,4,3,2019-09-26 07:00:00,0.2916666666666667
0,4,3,2019-09-26 07:10:00,0.2986111111111111
0,4,3,2019-09-26 07:20:00,0.3055555555555556
0,4,3,2019-09-26 07:30:00,0.3125
0,4,3,2019-09-26 07:40:00,0.3194444444444444
0,4,3,2019-09-26 07:50:00,0.3263888888888889
0,4,3,2019-09-26 08:00:00,0.3333333333333333
0,4,3,2019-09-26 08:10:00,0.3402777777777778
0,4,3,2019-09-26 08:20:00,0.3472222222222222
0,4,3,2019-09-26 08:30:00,0.3541666666666667
0,4,3,2019-09-26 08:40:00,0.3611111111111111
0,4,3,2019-09-26 08:50:00,0.3680555555555556
0,4,3,2019-09-26 09:00:00,0.375
0,4,3,2019-09-26 09:10:00,0.3819444444444444
0,4,3,2019-09-26 09:20:00,0.3888888888888889
0,4,3,2019-09-26 09:30:00,0.3958333333333333
0,4,3,2019-09-26 09:40:00,0.4027777777777778
0,4,3,2019-09-26 09:50:00,0.4097222222222222
0,4,3,2019-09-26 10:00:00,0.4166666666666667
0,4,3,2019-09-26 10:10:00,0.4236111111111111
0,4,3,2019-09-26 10:20:00,0.4305555555555556
0,4,3,2019-09-26 10:30:00,0.4375
0,4,3,2019-09-26 10:40:00,0.4444444444444444
0,4,3,2019-09-26 10:50:00,0.4513888888888889
0,4,3,2019-09-26 11:00:00,0.4583333333333333
0,4,3,2019-09-26 11:10:00,0.4652777777777778
0,4,3,2019-09-26 11:20:00,0.4722222222222222
0,4,2,2019-09-26 11:30:00,0.4791666666666667
0,4,2,2019-09-26 11:40:00,0.4861111111111111
0,4,2,2019-09-26 11:50:00,0.4930555555555556
0,4,2,2019-09-26 12:00:00,0.5
0,4,0,2019-09-26 12:10:00,0.5069444444444444
0,4,0,2019-09-26 12:20:00,0.5138888888888888
0,4,0,2019-09-26 12:30:00,0.5208333333333334
0,4,0,2019-09-26 12:40:00,0.5277777777777778
0,4,0,2019-09-26 12:50:00,0.5347222222222222
0,4,0,2019-09-26 13:00:00,0.5416666666666666
0,4,0,2019-09-26 13:10:00,0.5486111111111112
0,4,0,2019-09-26 13:20:00,0.5555555555555556
0,4,0,2019-09-26 13:30:00,0.5625
0,4,0,2019-09-26 13:40:00,0.5694444444444444
0,4,0,2019-09-26 13:50:00,0.5763888888888888
0,4,0,2019-09-26 14:00:00,0.5833333333333334
0,4,0,2019-09-26 14:10:00,0.5902777777777778
0,4,0,2019-09-26 14:20:00,0.5972222222222222
0,4,0,2019-09-26 14:30:00,0.6041666666666666
0,4,0,2019-09-26 14:40:00,0.6111111111111112
0,4,0,2019-09-26 14:50:00,0.6180555555555556
0,4,0,2019-09-26 15:00:00,0.625
0,4,0,2019-09-26 15:10:00,0.6319444444444444
0,4,0,2019-09-26 15:20:00,0.6388888888888888
0,4,0,2019-09-26 15:30:00,0.6458333333333334
0,4,0,2019-09-26 15:40:00,0.6527777777777778
0,4,0,2019-09-26 15:50:00,0.6597222222222222
0,4,0,2019-09-26 16:00:00,0.6666666666666666
0,4,0,2019-09-26 16:10:00,0.6736111111111112
0,4,0,2019-09-26 16:20:00,0.6805555555555556
0,4,0,2019-09-26 16:30:00,0.6875
0,4,0,2019-09-26 16:40:00,0.6944444444444444
0,4,0,2019-09-26 16:50:00,0.7013888888888888
0,4,0,2019-09-26 17:00:00,0.7083333333333334
0,4,0,2019-09-26 17:10:00,0.7152777777777778
0,4,0,2019-09-26 17:20:00,0.7222222222222222
0,4,2,2019-09-26 17:30:00,0.7291666666666666
0,4,2,2019-09-26 17:40:00,0.7361111111111112
0,4,2,2019-09-26 17:50:00,0.7430555555555556
0,3,0,2019-09-25 18:00:00,0.75
0,3,0,2019-09-25 18:10:00,0.7569444444444444
0,3,0,2019-09-25 18:20:00,0.7638888888888888
